iso3,year,country,v2x_clphy,v2x_clphy_codelow,v2x_clphy_codehigh,v2csreprss,v2x_freexp_altinf,v2cagenmob,v2cademmob,v2caautmob,v2caassemb,v2clkill,v2cltort,v2x_regime,v2x_polyarchy,v2x_libdem,v2x_civlib,v2x_clpol,v2x_clpriv,e_pt_coup,e_pt_coup_attempts,v2regimpgroup,v2csantimv,e_civil_war,v2x_ex_military,v2x_corr,rep_phys,rep_cso,rep_expr,mob,dem,coup,coup_att,mil_support,labor_support,aut_ep,aut_onset,aut_ep_start_year,aut_ep_outcome,dem_ep,dem_onset,reg_type,pwt_rnna,pwt_cn,pwt_emp,pwt_labsh,pwt_rgdpna,pwt_pop,pwt_hc,pwt_delta,pwt_csh_i,pwt_rtfpna,armed_forces,exp_agri_share,exp_fuel_share,exp_metal_share,fdi_in_gdp,gdp_const2015,gdppc_const2015,gfcf_const2015,inflation,labor_force,manuf_va_share,milexp_gdp,pop_wdi,resource_rents,tax_rev_wdi,trade_open,unemp,urban_share,ilo_labsh,ilo_emp,routine_share,elementary_share,highskill_share,occ_cls,manuf_emp_share,socexp_gdp,socexp_gdp_gg,socprot_gdp,socprot_gdp_gg,tax_gdp,tax_gdp_gg,tax_sc_gdp,tax_sc_gdp_gg,tax_ab_gdp,gini_disp,gini_mkt,abs_red,rel_red,gini_disp_se,gini_mkt_se,PTS_A,PTS_H,PTS_S,pts_mean,fh_cl,fh_pr,mmp_protests,mmp_repressed,mmp_participants,mmp_violent,mmp_repress_share,rob_imp_real,rob_imp_missing,rob_stock_real,robots_pw,rob_imp_pw,donor_rob_pw,donor_imp_pw,p_energy,p_metals,p_agri,K,L,labsh,k_extended,k,kl_level,tax_any,labsh_any,ln_sk_sl,rep_phys_z,rep_cso_z,rep_expr_z,rep_index,high_rep,rep_tercile,mob_l5,threat_mob,antisys_l1,armed_pc,coldwar,decade,w_fuel,w_metal,w_agri,z_commodity,w_manuf,w_manuf_va,w_manuf_use,z_robot,ln_gdppc,ln_robots_pw,ln_mmp_protests,in_panel
DOM,1978,Dominican Republic,0.127,0.053,0.172,-0.256,0.625,-0.222,0.46,1.173,0.779,-1.723,-1.622,1.0,0.356,0.14,0.409,0.496,0.597,0.0,0.0,5.0,0.728,0.0,0.3,0.861,0.873,0.256,0.375,-0.222,0.0,0.0,0.0,1.0,0.0,0,0.0,,0,1,1.0,0.0,93126.34375,50828.24609375,1.4732304811477661,0.6441736221313477,29504.46484375,5.53959,1.65533447265625,0.05577448010444641,0.24179010093212128,1.3501193523406982,,0.183813922504671,0.0049167487957841,4.28914910047017,1.3433592429875,13899385751.843,2549.46562523603,2011467796.1745,3.47785034212178,,18.4542919905373,2.17556606961811,5451882.0,0.892600908317629,11.3509631632308,48.112780288949,,49.7008257683251,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,2.0,2.0,2.0,,,,,,,,,,,,,33.2,57.8,105.2,93126.34375,1.4732304811477661,0.6441736221313477,0.0,11.054254789298959,63212.33842341289,11.3509631632308,0.6441736221313477,-0.5935253800814716,1.3941553208610538,0.5904304418162577,0.03621768449785321,0.6736011490583883,1.0,,-0.222,,0.728,,1.0,1970,0.04082411362795912,0.005457973518818714,0.0067329219328252435,0.19647899555689932,0.19218551761177033,0.225268387569891,0.19218551761177033,,7.843639057461004,,,0
DOM,1979,Dominican Republic,0.812,0.76,0.904,0.931,0.827,0.05,-0.592,-0.735,2.145,2.174,0.491,1.0,0.475,0.261,0.814,0.836,0.82,0.0,0.0,5.0,-1.135,0.0,0.2,0.82,0.18799999999999994,-0.931,0.17300000000000004,0.05,0.0,0.0,0.0,1.0,0.0,0,0.0,,0,1,0.0,0.0,100901.7421875,57027.88671875,1.5209089517593384,0.6441736221313477,30840.302734375,5.671797,1.6785482168197632,0.05592332035303116,0.2541601359844208,1.3297007083892822,,0.146933970572756,0.0040934678006933,3.16600027716781,0.310976940423365,14529222408.9409,2599.28947919132,2287400298.67417,9.17380513351446,,16.887320870008,2.18229431876046,5589690.0,2.09348745467702,11.0314977813341,53.793934312941,,50.6584589447414,,,,,,,,,,,,,,,,,,,,,,,3.0,,2.0,2.5,3.0,2.0,,,,,,,,,,,,,65.8,65.9,106.8,100901.7421875,1.5209089517593384,0.6441736221313477,0.0,11.102594321960158,66343.05233773535,11.0314977813341,0.6441736221313477,-0.5935253800814716,-0.7267338299693448,-0.1936858913006383,-0.6679364964190079,-0.529452072562997,1.0,,-0.222,,0.728,,1.0,1970,0.04082411362795912,0.005457973518818714,0.0067329219328252435,0.22522298777481498,0.19218551761177033,0.225268387569891,0.19218551761177033,,7.862993409428438,,,0
DOM,1980,Dominican Republic,0.812,0.76,0.904,0.931,0.827,0.05,-0.592,-0.735,2.145,2.174,0.491,1.0,0.473,0.252,0.814,0.836,0.82,0.0,0.0,5.0,-1.135,0.0,0.1,0.82,0.18799999999999994,-0.931,0.17300000000000004,0.05,0.0,0.0,0.0,1.0,0.0,0,0.0,,0,1,0.0,0.0,109024.84375,61883.74609375,1.5691500902175903,0.6441736221313477,33299.1015625,5.803927,1.7020875215530396,0.056418951600790024,0.2947830557823181,1.363647699356079,,0.177917448892697,0.0013579944712591,3.0672100118234,1.37103811397217,15687018149.8741,2738.15968545396,2434414063.39738,16.7531356897102,,15.0119059944094,1.58354321564842,5729037.0,3.12052826225933,10.3071894458166,54.4149258426634,,51.4817087440903,,,,,,,,,,,,,,,,,,,,,,,3.0,,2.0,2.5,3.0,2.0,,,,,,,,,,,,,71.7,65.7,105.4,109024.84375,1.5691500902175903,0.6441736221313477,0.0,11.148796930582106,69480.18830683162,10.3071894458166,0.6441736221313477,-0.5935253800814716,-0.7267338299693448,-0.1936858913006383,-0.6679364964190079,-0.529452072562997,1.0,,-0.1676,,-1.135,,1.0,1980,0.04082411362795912,0.005457973518818714,0.0067329219328252435,0.22862315907415864,0.19218551761177033,0.225268387569891,0.19218551761177033,,7.9150413260812496,,,0
DOM,1981,Dominican Republic,0.812,0.76,0.904,0.931,0.827,0.05,-0.592,-0.735,2.145,2.174,0.491,1.0,0.473,0.252,0.814,0.836,0.82,0.0,0.0,5.0,-1.135,0.0,0.1,0.82,0.18799999999999994,-0.931,0.17300000000000004,0.05,0.0,0.0,0.0,1.0,0.0,0,0.0,,0,1,0.0,0.0,116169.6953125,62773.33984375,1.6195886135101318,0.6441736221313477,34723.921875,5.935909,1.722701072692871,0.055612292140722275,0.23406030237674713,1.3544135093688965,,0.169214311217021,0.0052041850260375,1.89682171749173,1.0540515519818,16358401738.178,2787.51516595226,2042991020.5337,7.51463890696157,,14.9841945168159,1.72012825276253,5868453.0,1.97339347448151,9.71261555552617,50.6152240752252,,52.1349771534049,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,71.8,51.9,94.5,116169.6953125,1.6195886135101318,0.6441736221313477,0.0,11.180635117013624,71727.90321162212,9.71261555552617,0.6441736221313477,-0.5935253800814716,-0.7267338299693448,-0.1936858913006383,-0.6679364964190079,-0.529452072562997,1.0,,-0.1132,,-1.135,,1.0,1980,0.04082411362795912,0.005457973518818714,0.0067329219328252435,0.22665819044668564,0.19218551761177033,0.225268387569891,0.19218551761177033,,7.932905856453936,,,0
DOM,1982,Dominican Republic,0.812,0.76,0.904,0.931,0.827,0.05,-0.592,-0.735,2.145,2.174,0.491,2.0,0.51,0.271,0.814,0.836,0.82,0.0,0.0,5.0,-1.135,0.0,0.1,0.82,0.18799999999999994,-0.931,0.17300000000000004,0.05,1.0,0.0,0.0,1.0,0.0,0,0.0,,0,1,0.0,1.0,119968.78125,60842.734375,1.6706496477127075,0.6441736221313477,35314.12109375,6.067769999999999,1.7417855262756348,0.05342813581228256,0.19064950942993164,1.330626368522644,,0.265584662313104,0.0043490338148243,1.24741250011597,-0.016933981662917,16636283320.3946,2769.43026558087,1708112912.53637,7.64624306606148,,17.599246437816,1.58204007834865,6007114.0,0.925069502881458,7.97832450347147,41.0749771391248,,52.6418651281588,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,1.0,,,,,,,,,,,,,69.5,45.6,83.1,119968.78125,1.6706496477127075,0.6441736221313477,0.0,11.181774270277609,71809.65884394116,7.97832450347147,0.6441736221313477,-0.5935253800814716,-0.7267338299693448,-0.1936858913006383,-0.6679364964190079,-0.529452072562997,1.0,,-0.058799999999999984,,-1.135,,1.0,1980,0.04082411362795912,0.005457973518818714,0.0067329219328252435,0.22375717635858092,0.19218551761177033,0.225268387569891,0.19218551761177033,,7.9263968977305765,,,0
DOM,1983,Dominican Republic,0.812,0.76,0.904,0.931,0.827,0.524,-0.592,-0.735,2.145,2.174,0.491,2.0,0.532,0.267,0.814,0.836,0.809,0.0,0.0,5.0,-1.135,0.0,0.1,0.82,0.18799999999999994,-0.931,0.17300000000000004,0.524,1.0,0.0,0.0,1.0,0.0,0,0.0,,0,1,0.0,1.0,124009.75,59594.9140625,1.722374677658081,0.6441736221313477,36948.44140625,6.199661,1.7610814571380615,0.05083787441253662,0.19423522055149078,1.3261926174163818,,0.352230730252009,0.0031435785802589,0.46173122814056,0.522742554714444,17406201586.8393,2831.5437390584,1974715683.18614,5.62862329448988,,16.5607455046309,1.36650543348589,6147248.0,1.09028392575454,8.45715029390712,41.3411896948138,,53.0517255683344,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,63.8,55.8,92.6,124009.75,1.722374677658081,0.6441736221313477,0.0,11.184411505346093,71999.28773257193,8.45715029390712,0.6441736221313477,-0.5935253800814716,-0.7267338299693448,-0.1936858913006383,-0.6679364964190079,-0.529452072562997,1.0,,-0.0043999999999999925,,-1.135,,1.0,1980,0.04082411362795912,0.005457973518818714,0.0067329219328252435,0.22209429301042918,0.19218551761177033,0.225268387569891,0.19218551761177033,,7.948577332744599,,,0
DOM,1984,Dominican Republic,0.701,0.615,0.779,0.931,0.817,1.019,-0.592,-0.735,2.145,1.108,0.491,2.0,0.531,0.263,0.775,0.828,0.809,0.0,0.0,5.0,-1.135,0.0,0.1,0.82,0.29900000000000004,-0.931,0.18300000000000005,1.019,1.0,0.0,0.0,1.0,0.0,0,0.0,,0,0,0.0,1.0,127306.0078125,57434.25,1.7748147249221802,0.6441736221313477,37411.3671875,6.331764,1.7805911302566528,0.04779607802629471,0.182498499751091,1.272026538848877,,,,,0.590822839399689,17624283185.8384,2802.38052005369,1804175550.6333,20.1516781053536,,14.7317578057616,1.19889598067966,6289040.0,0.705552974343997,9.02277039848197,51.7434972744523,,53.399614337093,,,,,,,,,,,,,,,,,,,,,,,3.0,,2.0,2.5,3.0,1.0,,,,,,,,,,,,,62.7,51.2,99.1,127306.0078125,1.7748147249221802,0.6441736221313477,0.0,11.180652940406093,71729.18165758511,9.02277039848197,0.6441736221313477,-0.5935253800814716,-0.38305690187857916,-0.1936858913006383,-0.6330773785518365,-0.403273390577018,1.0,,0.1448,,-1.135,,1.0,1980,0.04082411362795912,0.005457973518818714,0.0067329219328252435,0.22137148083652153,0.19218551761177033,0.225268387569891,0.19218551761177033,,7.938224520693577,,,0
DOM,1985,Dominican Republic,0.701,0.615,0.779,0.931,0.817,0.562,-0.592,-0.14,2.145,1.108,0.491,2.0,0.531,0.263,0.775,0.828,0.809,0.0,0.0,5.0,-1.135,0.0,0.1,0.82,0.29900000000000004,-0.931,0.18300000000000005,0.562,1.0,0.0,0.0,1.0,0.0,0,0.0,,0,0,0.0,1.0,130105.125,71142.171875,1.8280140161514282,0.6441736221313477,36617.296875,6.464229,1.8003169298171997,0.04530791565775871,0.17112743854522705,1.1963483095169067,22200.0,0.311061064820645,,0.256164551412018,0.717601864754359,17250201610.9079,2682.5999751972,1715353269.48753,45.3361755532178,,12.2597402845534,1.21005235068591,6430404.0,1.44604970194254,9.69124558967762,56.9971149804481,,53.6993945633686,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,1.0,,,,,,,,,,,,,60.6,47.3,84.1,130105.125,1.8280140161514282,0.6441736221313477,0.0,11.172867916018047,71172.93623049682,9.69124558967762,0.6441736221313477,-0.5935253800814716,-0.38305690187857916,-0.1936858913006383,-0.6330773785518365,-0.403273390577018,1.0,,0.3386,,-1.135,3.452349183659378,1.0,1980,0.04082411362795912,0.005457973518818714,0.0067329219328252435,0.2184432863666741,0.19218551761177033,0.225268387569891,0.19218551761177033,,7.894541743222184,,,0
DOM,1986,Dominican Republic,0.701,0.615,0.779,0.931,0.812,0.562,-0.592,-0.14,2.145,1.108,0.491,2.0,0.528,0.253,0.774,0.817,0.812,0.0,0.0,5.0,-1.135,0.0,0.1,0.82,0.29900000000000004,-0.931,0.18799999999999994,0.562,1.0,0.0,0.0,1.0,0.0,0,0.0,,0,0,0.0,1.0,135261.78125,80787.8125,1.8819483518600464,0.6441736221313477,37906.95703125,6.5969619999999995,1.8231457471847534,0.04402816295623779,0.16692551970481873,1.2006449699401855,,0.395161308903302,0.0120084878964438,0.134225272367361,0.81670940964079,17857752538.4605,2717.57529794529,2181070983.9063,7.6389726657993,,12.6766668353889,1.34415405467726,6571208.0,0.566831964434162,11.2818955384209,49.4260827751438,,53.9649293760952,,,,,,,,,,,,,,,,,45.6,48.0,2.4,5.0,2.71,3.31,3.0,,2.0,2.5,3.0,1.0,,,,,,,,,,,,,31.8,41.3,69.8,135261.78125,1.8819483518600464,0.6441736221313477,0.0,11.182659702557325,71873.2695912257,11.2818955384209,0.6441736221313477,-0.5935253800814716,-0.38305690187857916,-0.1936858913006383,-0.6156478196182512,-0.39746353759915626,1.0,,0.441,,-1.135,,1.0,1980,0.04082411362795912,0.005457973518818714,0.0067329219328252435,0.1901235362414265,0.19218551761177033,0.225268387569891,0.19218551761177033,,7.907495327147015,,,0
DOM,1987,Dominican Republic,0.629,0.548,0.72,0.931,0.8,0.562,-0.592,-0.14,0.764,0.531,0.491,2.0,0.516,0.24,0.745,0.807,0.812,0.0,0.0,5.0,-1.135,0.0,0.1,0.822,0.371,-0.931,0.19999999999999996,0.562,1.0,0.0,0.0,1.0,0.0,0,0.0,,0,0,0.0,1.0,143444.390625,83872.3359375,1.9366111755371094,0.6441736221313477,41742.140625,6.729933,1.8462638854980469,0.04310402646660805,0.19073255360126495,1.258389949798584,,0.849639270045953,0.000890378709655,0.667766120453089,1.5273592726169,19664486965.3284,2929.52596237452,2794254542.99295,13.5507237827822,,12.792586459319,1.01813994179507,6712515.0,1.20252745945999,11.2446214001321,58.0564730668285,,54.2100819042068,,,,,,,,,,,,,,,,,45.8,48.1,2.3,4.8,2.62,3.22,3.0,,2.0,2.5,3.0,1.0,,,,,,,,,,,,,32.6,47.9,65.9,143444.390625,1.9366111755371094,0.6441736221313477,0.0,11.212763088420461,74069.79389407707,11.2446214001321,0.6441736221313477,-0.5935253800814716,-0.16013132690078563,-0.1936858913006383,-0.5738168781776455,-0.3092113654596898,1.0,,0.5434,,-1.135,,1.0,1980,0.04082411362795912,0.005457973518818714,0.0067329219328252435,0.1915598999107188,0.19218551761177033,0.225268387569891,0.19218551761177033,,7.982595901336602,,,0
DOM,1988,Dominican Republic,0.602,0.509,0.686,0.931,0.798,0.562,-0.592,-0.14,0.764,0.311,0.491,2.0,0.517,0.237,0.732,0.801,0.812,0.0,0.0,5.0,-1.135,0.0,0.1,0.822,0.398,-0.931,0.20199999999999996,0.562,1.0,0.0,0.0,1.0,0.0,0,0.0,,0,0,0.0,1.0,153157.671875,80378.984375,1.9920905828475952,0.6441736221313477,42642.08984375,6.863441,1.8696751594543457,0.041797228157520294,0.19747737050056458,1.2223191261291504,,,,,1.97421060166512,20088446093.5456,2930.1670825539,2637854656.42296,43.8638323515053,,12.1124491255841,0.880047487861676,6855734.0,5.71664846649267,11.7008873533127,71.3525273587921,,54.4487152766372,,,,,,,,,,,,,,,,,45.9,48.2,2.3,4.8,2.51,3.11,3.0,,2.0,2.5,3.0,1.0,,,,,,,,,,,,,26.5,70.4,70.9,153157.671875,1.9920905828475952,0.6441736221313477,0.0,11.2500385734229,76882.88534353125,11.7008873533127,0.6441736221313477,-0.5935253800814716,-0.07653423628411293,-0.1936858913006383,-0.5668450546042113,-0.27902172739632086,1.0,,0.6458,,-1.135,,1.0,1980,0.04082411362795912,0.005457973518818714,0.0067329219328252435,0.18569660429289472,0.19218551761177033,0.225268387569891,0.19218551761177033,,7.982814725147686,,,0
DOM,1989,Dominican Republic,0.602,0.509,0.686,0.931,0.798,0.034,-0.592,-0.14,0.764,0.311,0.491,2.0,0.517,0.238,0.742,0.801,0.836,0.0,0.0,5.0,-1.135,0.0,0.1,0.822,0.398,-0.931,0.20199999999999996,0.034,1.0,0.0,0.0,1.0,0.0,0,0.0,,0,0,0.0,1.0,163588.09375,85903.625,2.048508882522583,0.6441736221313477,44518.5703125,6.997888,1.8933833837509155,0.04041149094700813,0.2293589562177658,1.2143361568450928,21000.0,,,,1.64508291463213,20972445961.2045,2995.08174979838,3005182148.68378,40.6579161175005,,17.6684058688935,0.800367985280589,7002295.0,4.48380373359192,12.3845917958153,69.4726770929163,,54.6946926223206,,,,,,,,,,,,,,,,,46.1,48.4,2.3,4.8,2.37,3.0,2.0,,2.0,2.0,3.0,1.0,,,,,,,,,,,,,31.0,64.8,72.1,163588.09375,2.048508882522583,0.6441736221313477,0.0,11.2879947698072,79857.15617134825,12.3845917958153,0.6441736221313477,-0.5935253800814716,-0.07653423628411293,-0.1936858913006383,-0.5668450546042113,-0.27902172739632086,1.0,,0.6534,,-1.135,2.9990167509366574,1.0,1980,0.04082411362795912,0.005457973518818714,0.0067329219328252435,0.19176016325950657,0.19218551761177033,0.225268387569891,0.19218551761177033,,8.004726805602205,,,0
DOM,1990,Dominican Republic,0.602,0.509,0.686,0.931,0.798,1.054,0.822,-0.14,0.764,0.311,0.491,1.0,0.46,0.216,0.742,0.801,0.836,0.0,0.0,5.0,-1.135,0.0,0.1,0.822,0.398,-0.931,0.20199999999999996,1.054,0.0,0.0,0.0,1.0,0.0,0,0.0,,0,0,0.0,0.0,173998.484375,89951.921875,2.1059377193450928,0.6441736221313477,42291.796875,7.133494,1.9173922538757324,0.05086323618888855,0.199819877743721,0.8533124923706055,21000.0,,,,1.87738325230096,19828543241.5842,2772.77065608381,2745994770.47082,50.4624792378524,2483685.0,17.9591360289688,0.67572938756657,7151166.0,2.01017458840216,10.2967892812404,69.1984136752272,,54.9618770701908,,,,,,,,3.962487906,,0.353656644,,8.2261,8.2261,8.2949,8.2949,,46.2,48.5,2.3,4.7,2.31,2.91,2.0,,2.0,2.0,3.0,2.0,4.0,4.0,1300.0,2.0,1.0,,,,,,,,37.4,54.8,66.6,173998.484375,2.1059377193450928,0.6441736221313477,0.0,11.322041027356274,82622.80635208446,8.2261,0.6441736221313477,-0.5935253800814716,-0.07653423628411293,-0.1936858913006383,-0.5668450546042113,-0.27902172739632086,1.0,3.0,0.45640000000000003,,-1.135,2.936584047972037,1.0,1990,0.04082411362795912,0.005457973518818714,0.0067329219328252435,0.19797308155608312,0.19218551761177033,0.225268387569891,0.19218551761177033,,7.927602336131184,,1.6094379124341003,1
DOM,1991,Dominican Republic,0.602,0.509,0.686,1.403,0.798,1.054,-0.612,-0.14,0.764,0.311,0.491,1.0,0.43,0.203,0.748,0.819,0.836,0.0,0.0,5.0,-1.135,0.0,0.1,0.822,0.398,-1.403,0.20199999999999996,1.054,0.0,0.0,0.0,1.0,0.0,0,0.0,,0,0,0.0,0.0,177109.59375,76199.90625,2.2320308685302734,0.6441736221313477,42616.17578125,7.270409,1.9422297477722168,0.05660171061754227,0.17798782885074615,0.8123845458030701,21000.0,,,,1.47590458431994,20015752229.4614,2741.93908143923,2512585211.48722,47.079157410536,2547830.0,26.2153814255948,0.348155032228406,7299853.0,1.40795463511044,7.59081769799995,83.09106896203,6.863,55.2641317491819,,2372.955,,,,,0.20177710913186303,3.18543861,,0.2258732,,7.7011,7.7011,7.7536,7.7536,,46.3,48.6,2.3,4.7,2.21,2.81,2.0,,2.0,2.0,3.0,2.0,3.0,3.0,250.0,1.0,1.0,,,,,,,,33.0,47.1,66.3,177109.59375,2.2320308685302734,0.6441736221313477,0.0,11.281612119265702,79349.07901458435,7.7011,0.6441736221313477,-0.5935253800814716,-0.07653423628411293,-0.505482781975596,-0.5668450546042113,-0.3829540242879734,1.0,3.0,0.5548,,-1.135,2.8767702582504056,0.0,1990,0.04082411362795912,0.005457973518818714,0.0067329219328252435,0.19200657916640307,0.19218551761177033,0.225268387569891,0.19218551761177033,,7.9164206430407535,,1.3862943611198906,1
DOM,1992,Dominican Republic,0.602,0.509,0.686,1.403,0.798,1.054,-0.612,-0.14,0.764,0.311,0.491,1.0,0.43,0.203,0.748,0.819,0.836,0.0,0.0,5.0,-1.135,0.0,0.1,0.822,0.398,-1.403,0.20199999999999996,1.054,0.0,0.0,0.0,1.0,0.0,0,0.0,,0,0,0.0,0.0,178522.78125,82510.4765625,2.3989570140838623,0.6262110471725464,47096.46484375,7.408341999999999,1.9673887491226196,0.05255606397986412,0.19115538895130157,0.8518937230110168,22000.0,,,,1.54841945052706,22265015206.6119,2989.60630229953,3102930654.54417,4.25902638893392,2629118.0,24.4921152320513,0.559086816093422,7447474.0,0.802566480155784,10.8703353772716,80.4648015417106,6.669,55.6153197882278,,2453.792,,,,,0.19947534265333003,4.48752997,,0.2342352,,10.7674,10.7674,10.8227,10.8227,,46.4,48.6,2.2,4.5,2.06,2.7,2.0,,2.0,2.0,3.0,2.0,1.0,1.0,50.0,0.0,1.0,,,,,,,,31.4,44.7,64.4,178522.78125,2.3989570140838623,0.6262110471725464,0.0,11.21743743267605,74416.83206573673,10.7674,0.6262110471725464,-0.5159961094547709,-0.07653423628411293,-0.505482781975596,-0.5668450546042113,-0.3829540242879734,1.0,3.0,0.6532,,-1.135,2.9540217260241524,0.0,1990,0.04082411362795912,0.005457973518818714,0.0067329219328252435,0.189496416751206,0.19218551761177033,0.225268387569891,0.19218551761177033,,8.002896986243554,,0.6931471805599453,1
DOM,1993,Dominican Republic,0.602,0.509,0.686,1.403,0.798,0.558,-0.612,-0.14,0.764,0.311,0.491,1.0,0.43,0.201,0.748,0.819,0.836,0.0,0.0,5.0,-1.135,0.0,0.1,0.822,0.398,-1.403,0.20199999999999996,0.558,0.0,0.0,0.0,1.0,0.0,0,0.0,,0,0,0.0,0.0,182776.9375,88556.3984375,2.404197931289673,0.6190292835235596,50498.09765625,7.546462999999999,1.9928739070892334,0.049074988812208176,0.19950257241725922,0.8741898536682129,22000.0,,,,1.45783488936631,23905211028.6478,3147.67060324766,3609536533.27033,5.25033880690971,2705093.0,23.4891709853337,0.755070036358464,7594572.0,0.270241819529112,11.154462736089,78.0028967722022,6.322,56.0297239121388,,2534.076,,,,,0.197069069751657,5.70884796,,0.43207489,,11.039,11.039,11.0981,11.0981,,46.4,48.7,2.3,4.7,1.95,2.61,2.0,,2.0,2.0,3.0,3.0,1.0,1.0,50.0,1.0,1.0,,,,,,,,27.7,37.2,66.4,182776.9375,2.404197931289673,0.6190292835235596,0.0,11.238805420139576,76024.08068039299,11.039,0.6190292835235596,-0.4854300668271624,-0.07653423628411293,-0.505482781975596,-0.5668450546042113,-0.3829540242879734,1.0,3.0,0.7516,,-1.135,2.8968057712798037,0.0,1990,0.04082411362795912,0.005457973518818714,0.0067329219328252435,0.18358155243380347,0.19218551761177033,0.225268387569891,0.19218551761177033,,8.054417967228826,,0.6931471805599453,1
DOM,1994,Dominican Republic,0.504,0.409,0.592,1.403,0.774,0.558,1.937,-0.14,0.764,-0.438,0.491,1.0,0.432,0.196,0.707,0.791,0.836,0.0,0.0,5.0,-1.135,0.0,0.1,0.822,0.496,-1.403,0.22599999999999998,0.558,0.0,0.0,0.0,1.0,0.0,0,0.0,,0,0,0.0,0.0,190332.125,100229.296875,2.4359748363494873,0.6735819578170776,51661.1640625,7.683707,2.018688917160034,0.04630395025014877,0.21189235150814056,0.8723877668380737,22000.0,,,,1.42098853745987,24525260342.7332,3167.94494108567,4191773276.33194,8.26076798575834,2774070.0,22.9887776013745,0.733765624039859,7741694.0,0.793311412444342,10.5341580201292,77.157908271893,6.285,56.5282357577084,,2599.71,,,,,0.19534063414765493,5.74165889,,0.32565356,,9.9425,9.9425,10.0074,10.0074,,46.4,48.7,2.3,4.7,1.79,2.48,2.0,,2.0,2.0,3.0,4.0,2.0,1.0,100.0,2.0,0.5,,,,,,,,26.7,46.1,76.5,190332.125,2.4359748363494873,0.6735819578170776,0.0,11.266178831549999,78133.863355185,9.9425,0.6735819578170776,-0.7244307799980437,0.22689224076899508,-0.505482781975596,-0.48318317172299996,-0.25392457097653365,1.0,3.0,0.7508,,-1.135,2.841755305750912,0.0,1990,0.04082411362795912,0.005457973518818714,0.0067329219328252435,0.18420459421841312,0.19218551761177033,0.225268387569891,0.19218551761177033,,8.060838373075482,,1.0986122886681098,1
DOM,1995,Dominican Republic,0.673,0.584,0.757,1.403,0.807,0.558,-0.384,-0.14,0.764,0.865,0.491,1.0,0.444,0.205,0.773,0.828,0.836,0.0,0.0,5.0,-1.135,0.0,0.2,0.822,0.32699999999999996,-1.403,0.19299999999999995,0.558,0.0,0.0,0.0,1.0,0.0,0,0.0,,0,1,1.0,0.0,198494.15625,106590.7265625,2.4375293254852295,0.6580522656440735,54499.30859375,7.819247,2.0448384284973145,0.044305477291345596,0.19807745516300201,0.8979401588439941,39500.0,,,,2.5088098596536,25923197384.3629,3286.36149249382,4426734544.41338,12.5359594558963,2849794.0,21.7122746265831,0.549477867602509,7888115.0,1.14002177756892,10.5746248391509,73.8979593803276,6.439,57.1317099454393,,2666.314,,,,,0.19287675795123904,4.9876855,,0.28631123,,10.3978,10.3978,10.473,10.473,,46.4,48.8,2.4,4.9,1.55,2.31,2.0,,2.0,2.0,3.0,4.0,6.0,4.0,750.0,6.0,0.6666666666666666,,,,,,,,26.0,51.1,72.7,198494.15625,2.4375293254852295,0.6580522656440735,0.0,11.307529984343638,81432.52028792989,10.3978,0.6580522656440735,-0.654626457377639,-0.29636362272054856,-0.505482781975596,-0.5982182606846655,-0.4666882217936034,1.0,3.0,0.8556000000000001,,-1.135,5.00753348550319,0.0,1990,0.04082411362795912,0.005457973518818714,0.0067329219328252435,0.18333899681310145,0.19218551761177033,0.225268387569891,0.19218551761177033,,8.097536302435133,,1.9459101490553132,1
