iso3,year,country,v2x_clphy,v2x_clphy_codelow,v2x_clphy_codehigh,v2csreprss,v2x_freexp_altinf,v2cagenmob,v2cademmob,v2caautmob,v2caassemb,v2clkill,v2cltort,v2x_regime,v2x_polyarchy,v2x_libdem,v2x_civlib,v2x_clpol,v2x_clpriv,e_pt_coup,e_pt_coup_attempts,v2regimpgroup,v2csantimv,e_civil_war,v2x_ex_military,v2x_corr,rep_phys,rep_cso,rep_expr,mob,dem,coup,coup_att,mil_support,labor_support,aut_ep,aut_onset,aut_ep_start_year,aut_ep_outcome,dem_ep,dem_onset,reg_type,pwt_rnna,pwt_cn,pwt_emp,pwt_labsh,pwt_rgdpna,pwt_pop,pwt_hc,pwt_delta,pwt_csh_i,pwt_rtfpna,armed_forces,exp_agri_share,exp_fuel_share,exp_metal_share,fdi_in_gdp,gdp_const2015,gdppc_const2015,gfcf_const2015,inflation,labor_force,manuf_va_share,milexp_gdp,pop_wdi,resource_rents,tax_rev_wdi,trade_open,unemp,urban_share,ilo_labsh,ilo_emp,routine_share,elementary_share,highskill_share,occ_cls,manuf_emp_share,socexp_gdp,socexp_gdp_gg,socprot_gdp,socprot_gdp_gg,tax_gdp,tax_gdp_gg,tax_sc_gdp,tax_sc_gdp_gg,tax_ab_gdp,gini_disp,gini_mkt,abs_red,rel_red,gini_disp_se,gini_mkt_se,PTS_A,PTS_H,PTS_S,pts_mean,fh_cl,fh_pr,mmp_protests,mmp_repressed,mmp_participants,mmp_violent,mmp_repress_share,rob_imp_real,rob_imp_missing,rob_stock_real,robots_pw,rob_imp_pw,donor_rob_pw,donor_imp_pw,p_energy,p_metals,p_agri,K,L,labsh,k_extended,k,kl_level,tax_any,labsh_any,ln_sk_sl,rep_phys_z,rep_cso_z,rep_expr_z,rep_index,high_rep,rep_tercile,mob_l5,threat_mob,antisys_l1,armed_pc,coldwar,decade,w_fuel,w_metal,w_agri,z_commodity,w_manuf,w_manuf_va,w_manuf_use,z_robot,ln_gdppc,ln_robots_pw,ln_mmp_protests,in_panel
CHL,2002,Chile,0.922,0.895,0.958,2.995,0.943,-0.424,-1.241,-1.823,2.871,2.326,1.941,3.0,0.88,0.817,0.942,0.963,0.952,0.0,0.0,2.0,-1.646,0.0,0.0,0.061,0.07799999999999996,-2.995,0.05700000000000005,-0.424,1.0,0.0,0.0,0.0,0.0,0,0.0,,0,0,0.0,1.0,823304.6875,641346.5,5.736023902893066,0.4934079647064209,238946.765625,15.684408999999999,2.8240578174591064,0.030409248545765877,0.2419642210006714,1.078605055809021,117300.0,10.1554073216849,1.18807795624873,40.5582790018529,3.62905823074114,139719269577.32,8810.69052712257,23568706918.6578,2.48939816650705,6411103.0,15.7836746848203,2.53154295292261,15857925.0,3.69658229472728,16.0730676241399,62.4838547414591,10.168,86.6114115090282,,5759.223,0.2730858051253617,0.1943419876776608,0.28063788308229537,ISCO88,0.12934401046807878,14.5481918,,7.4976672,,16.1026,17.6077,17.5158,19.0209,18.69239814720638,50.2,54.8,4.6,8.4,1.21,1.23,2.0,,2.0,2.0,1.0,2.0,11.0,9.0,40400.0,2.0,0.8181818181818182,0.5420722087282838,False,3.686269472982162,0.6426523904691063,0.09450312932881608,0.981797165995042,0.16131160234293787,44.9,43.7,66.9,823304.6875,5.736023902893066,0.4934079647064209,0.0,11.874315356360983,143532.2971866891,16.1026,0.4934079647064209,0.026369669101284195,-1.0673145695187518,-1.5571367013707926,-1.0723022636781956,-1.2322511781892465,0.0,1.0,-0.6903999999999999,-0.7237,-1.646,7.396932448602197,0.0,2000,0.0034325241629822277,0.4596817059782896,0.10644145247021455,2.1968312473879967,0.149776115559123,0.17494375689645258,0.149776115559123,0.1024474760200676,9.083721095781787,0.4963122466583218,2.4849066497880004,1
CHL,2003,Chile,0.922,0.895,0.958,2.995,0.943,-0.622,-1.241,-1.823,2.871,2.326,1.941,3.0,0.88,0.817,0.942,0.963,0.952,0.0,0.0,2.0,-1.646,0.0,0.0,0.061,0.07799999999999996,-2.995,0.05700000000000005,-0.622,1.0,0.0,0.0,0.0,0.0,0,0.0,,0,0,0.0,1.0,860873.125,657058.0,5.895637512207031,0.5021911263465881,247960.78125,15.849651999999999,2.8429489135742188,0.030694305896759033,0.24208860099315643,1.077376127243042,114100.0,8.87615283361159,2.86320450578717,41.0324638250931,4.556949756395,146318553366.968,9130.7842621819,25583503451.7333,2.8101787574361,6589050.0,15.193758641042,2.70297145376308,16024752.0,5.01162090891452,15.7688272670367,65.6934161956491,9.765,86.6792973033246,,5945.629,0.3402299490994525,0.21029668047958247,0.2413212756548318,ISCO88,0.12868394580287468,13.9582191,,7.12496186,,15.8821,17.3893,17.2741,18.7812,19.24696628948273,49.9,54.5,4.6,8.4,0.91,0.95,2.0,,2.0,2.0,1.0,1.0,5.0,4.0,8050.0,0.0,0.8,0.21234045117269496,False,3.529982976856641,0.5987449142773352,0.03601653777611665,1.0403892617767825,0.17539720707386297,52.0,46.3,69.0,860873.125,5.895637512207031,0.5021911263465881,0.0,11.89148974212156,146018.66604206,15.8821,0.5021911263465881,-0.008764561491924587,-1.0673145695187518,-1.5571367013707926,-1.0723022636781956,-1.2322511781892465,0.0,1.0,-0.6237999999999999,-0.6904,-1.646,7.120234996460475,0.0,2000,0.0034325241629822277,0.4596817059782896,0.10644145247021455,2.227191785144558,0.149776115559123,0.17494375689645258,0.149776115559123,0.10681142955202047,9.119406869372144,0.4692188928439857,1.791759469228055,1
CHL,2004,Chile,0.922,0.895,0.958,2.995,0.943,-0.622,-1.241,-1.823,2.871,2.326,1.941,3.0,0.88,0.817,0.942,0.963,0.952,0.0,0.0,2.0,-1.646,0.0,0.0,0.061,0.07799999999999996,-2.995,0.05700000000000005,-0.622,1.0,0.0,0.0,0.0,0.0,0,0.0,,0,0,0.0,1.0,903493.6875,682940.375,6.0120930671691895,0.45680803060531616,265358.03125,16.014971,2.8619658946990967,0.031205495819449425,0.22988936305046082,1.1058640480041504,116000.0,7.85936240948095,2.2540658481005,52.8933113223763,5.01507138064187,156084225513.955,9642.37478651228,28977110006.4365,1.05473871403517,6752634.0,14.2216397565536,2.71229041616156,16187322.0,9.56665341226193,16.4239450549758,69.8893603825954,10.162,86.7336754490112,0.55213,6066.431,,,,,0.1275975940384058,13.0399715,,6.47819968,,16.2558,17.5704,17.6242,18.9388,21.63622075679487,49.3,53.9,4.6,8.5,1.15,1.19,1.0,,1.0,1.0,1.0,1.0,3.0,3.0,150.0,1.0,1.0,0.46675402525009635,False,3.6437387044210734,0.6060682467340343,0.07763586159351801,1.196098842387133,0.2804364474398398,62.9,58.0,71.2,903493.6875,6.0120930671691895,0.45680803060531616,0.0,11.920251450266388,150279.39145416665,16.2558,0.45680803060531616,0.17319955393057238,-1.0673145695187518,-1.5571367013707926,-1.0723022636781956,-1.2322511781892465,0.0,1.0,-0.5968,-0.6769000000000001,-1.646,7.166101965476439,0.0,2000,0.0034325241629822277,0.4596817059782896,0.10644145247021455,2.3347525784883025,0.149776115559123,0.17494375689645258,0.149776115559123,0.11782625394531904,9.173922704414691,0.4737891094747616,1.3862943611198906,1
CHL,2005,Chile,0.922,0.895,0.958,2.995,0.94,-0.622,-1.241,-1.823,2.871,2.326,1.941,3.0,0.877,0.821,0.942,0.963,0.952,0.0,0.0,2.0,-1.646,0.0,0.0,0.061,0.07799999999999996,-2.995,0.06000000000000005,-0.622,1.0,0.0,0.0,0.0,0.0,0,0.0,,0,0,0.0,1.0,960704.25,718110.0625,6.230428218841553,0.4311443567276001,281748.5,16.182721,2.881110429763794,0.03215346485376358,0.24875812232494354,1.1226222515106201,116000.0,6.30133071661755,2.80898772504072,56.3235896677862,4.89870698303569,165194933117.629,10104.4208391373,35665750168.1763,3.05257621387849,6916575.0,12.8191983284035,2.53476302244179,16348778.0,9.79630843278012,18.1208899058922,72.062533372953,9.34,86.7768244484887,0.5219,6270.567,,,,,0.12602608344668034,12.470619,,6.27075577,,18.0158,19.3616,19.3691,20.7149,24.41024187844891,48.6,53.3,4.7,8.8,1.13,1.15,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,100.0,1.0,1.0,2.289222193548975,False,5.568587027527942,0.8937727603839292,0.36742614040975485,1.3446110064344499,0.27808948818915613,86.0,68.5,70.7,960704.25,6.230428218841553,0.4311443567276001,0.0,11.945976822841885,154195.54102151704,18.0158,0.4311443567276001,0.27718373100091553,-1.0673145695187518,-1.5571367013707926,-1.061844528318044,-1.2287652664025295,0.0,1.0,-0.5698,-0.6634,-1.646,7.095331528754015,0.0,2000,0.0034325241629822277,0.4596817059782896,0.10644145247021455,2.4115629336812847,0.149776115559123,0.17494375689645258,0.149776115559123,0.12762714960395075,9.22072831390893,0.6385710088879014,1.0986122886681098,1
CHL,2006,Chile,0.922,0.895,0.958,2.995,0.945,0.541,-1.241,-1.823,2.871,2.326,1.941,3.0,0.894,0.839,0.942,0.962,0.952,0.0,0.0,2.0,-1.646,0.0,0.0,0.061,0.07799999999999996,-2.995,0.05500000000000005,0.541,1.0,0.0,0.0,0.0,0.0,0,0.0,,0,0,0.0,1.0,1019141.875,769376.0625,6.450592517852783,0.384863942861557,299546.03125,16.354504,2.900383234024048,0.03321610763669014,0.23296776413917542,1.1247527599334717,103000.0,4.89812734086334,2.43371733531432,62.5205610453167,3.0910197191962,175189211415.667,10611.6144012877,37967085950.1237,3.39201733699405,7184183.0,11.6836788192905,2.50608218939499,16509195.0,17.3488493708667,19.6120173267628,73.7116341203328,9.024,86.8125123390851,0.46741999999999995,6535.882,0.34353745064283087,0.23171445618755535,0.20821880949937865,ISCO88,0.1248922486666681,11.5375438,,5.6388843,,19.2435,20.4503,20.5226,21.7294,29.15842327812891,48.0,52.7,4.7,8.9,0.84,0.84,2.0,,1.0,1.5,1.0,1.0,12.0,8.0,453600.0,2.0,0.6666666666666666,0.8621163941847265,False,5.873844718959875,0.9105899501019961,0.13364917901707737,1.5717308459543562,0.3728087893975328,95.0,102.2,76.0,1019141.875,6.450592517852783,0.384863942861557,0.0,11.970299542328712,157991.97859412193,19.2435,0.384863942861557,0.46895359779373147,-1.0673145695187518,-1.5571367013707926,-1.0792740872516298,-1.2345751193803913,0.0,1.0,-0.5428,-0.6499,-1.646,6.2389474471650495,0.0,2000,0.0034325241629822277,0.4596817059782896,0.10644145247021455,2.6035166865490478,0.149776115559123,0.17494375689645258,0.149776115559123,0.1414753963949442,9.269704378495659,0.6474120687656124,2.5649493574615367,1
CHL,2007,Chile,0.922,0.895,0.958,2.995,0.945,-0.465,-1.241,-1.823,2.871,2.326,1.941,3.0,0.894,0.842,0.942,0.962,0.952,0.0,0.0,2.0,-1.646,,0.0,0.061,0.07799999999999996,-2.995,0.05500000000000005,-0.465,1.0,0.0,0.0,0.0,0.0,0,0.0,,0,0,0.0,1.0,1082560.375,839140.5625,6.631198883056641,0.3841315805912018,314241.78125,16.530195,2.9197845458984375,0.03434901311993599,0.23069919645786285,1.1212127208709717,103000.0,5.82711836823225,1.83161893626896,64.309994713649,6.11348994449279,184243394522.927,11051.3450717678,41980885905.9435,4.40779938398044,7369317.0,10.6421644007916,2.33098056175611,16671581.0,17.1517567156625,20.3790285412133,76.9770240591423,8.427,86.8445071581285,0.46207,6748.305,,,,,0.12296748931287031,11.8417108,,5.51447885,,20.2155,21.4035,21.4822,22.6701,29.8540363550591,47.8,52.8,5.0,9.5,1.17,1.19,2.0,,1.0,1.5,1.0,1.0,6.0,5.0,508600.0,2.0,0.8333333333333334,0.5672234070246199,False,5.853683654088507,0.8827489202661738,0.08553859068741416,1.817532430196565,0.42172634943512993,98.9,113.3,85.1,1082560.375,6.631198883056641,0.3841315805912018,0.0,12.00305389611797,163252.5873663731,20.2155,0.3841315805912018,0.47204818417736427,-1.0673145695187518,-1.5571367013707926,-1.0792740872516298,-1.2345751193803913,0.0,1.0,-0.34979999999999994,-0.5201,-1.646,6.178178302345771,0.0,2000,0.0034325241629822277,0.4596817059782896,0.10644145247021455,2.663089269268425,0.149776115559123,0.17494375689645258,0.149776115559123,0.1551473083032745,9.310307425489734,0.6327329005115345,1.9459101490553132,1
CHL,2008,Chile,0.922,0.895,0.958,2.995,0.945,-0.465,-1.241,-1.823,2.871,2.326,1.941,3.0,0.894,0.841,0.942,0.962,0.952,0.0,0.0,2.0,-1.646,,0.0,0.061,0.07799999999999996,-2.995,0.05500000000000005,-0.465,1.0,0.0,0.0,0.0,0.0,0,0.0,,0,0,0.0,1.0,1162389.875,930713.0,6.721412658691406,0.4309290647506714,325332.90625,16.708258,2.9393157958984375,0.03561874479055405,0.2954860031604767,1.1038848161697388,103000.0,6.57919893184152,2.35498882562469,55.7247442835048,10.4571112913238,191225100461.158,11356.0922105983,49820900518.7348,8.71626873039607,7648250.0,9.97400566946906,2.58365229486108,16838988.0,13.8254393455321,18.7092655630745,80.676626653784,9.285,86.8765769429469,0.50709,6938.111,,,,,0.12023661771914575,13.5478803,,6.11323068,,18.5755,19.9235,19.9503,21.2984,26.25920199072591,47.6,52.9,5.3,10.0,1.27,1.27,2.0,,2.0,2.0,1.0,1.0,10.0,8.0,22400.0,0.0,0.8,2.047541828809642,False,7.315857117489299,1.0884404051623315,0.3046296861660445,2.068189650692921,0.45247262760920487,125.5,99.4,99.9,1162389.875,6.721412658691406,0.4309290647506714,0.0,12.060690331263851,172938.3291913974,18.5755,0.4309290647506714,0.2780615992617265,-1.0673145695187518,-1.5571367013707926,-1.0792740872516298,-1.2345751193803913,0.0,1.0,-0.358,-0.4909,-1.646,6.116757135286277,0.0,2000,0.0034325241629822277,0.4596817059782896,0.10644145247021455,2.6208076047016604,0.149776115559123,0.17494375689645258,0.149776115559123,0.16791216050800953,9.337509637549179,0.7364175697920828,2.3978952727983707,1
CHL,2009,Chile,0.922,0.895,0.958,2.995,0.942,-0.465,-1.241,-1.823,2.871,2.326,1.941,3.0,0.887,0.836,0.941,0.96,0.952,0.0,0.0,2.0,-1.646,,0.0,0.061,0.07799999999999996,-2.995,0.05800000000000005,-0.465,1.0,0.0,0.0,0.0,0.0,0,0.0,,0,0,0.0,1.0,1221201.625,1026887.0625,6.747425079345703,0.4396144151687622,320241.84375,16.886186,2.958977460861206,0.03647712990641594,0.22228311002254486,1.0531930923461914,103771.0,5.89838603543086,1.44690090747168,58.2801559676936,7.42256247898025,189087132632.604,11116.4093443103,44311907162.002,0.353045178360937,7744258.0,10.2611589858403,2.27650789887703,17009731.0,8.79204050030603,14.6058605652765,66.6860312494996,11.313,86.9124897308683,0.51098,6868.149,0.3102026388600308,0.23637187407759758,0.23127701099356762,ISCO88,0.11778733979125962,15.7981908,,7.17505437,,14.4459,15.9045,15.8667,17.3253,21.46509217001628,47.4,53.0,5.6,10.6,1.19,1.16,2.0,,2.0,2.0,1.0,1.0,4.0,1.0,82050.0,1.0,0.25,1.5754308644860933,False,8.159702270226461,1.2093060944394667,0.23348623303852417,2.0352132762198405,0.1940959871864942,82.3,70.9,92.8,1221201.625,6.747425079345703,0.4396144151687622,0.0,12.106184908120552,180987.80062607524,14.4459,0.4396144151687622,0.2427270775832624,-1.0673145695187518,-1.5571367013707926,-1.0688163518914784,-1.2310892075936744,0.0,1.0,-0.3265999999999999,-0.4617,-1.646,6.100684367083759,0.0,2000,0.0034325241629822277,0.4596817059782896,0.10644145247021455,2.4561940885967517,0.149776115559123,0.17494375689645258,0.149776115559123,0.16629367934462283,9.3161776149694,0.792678481809703,1.6094379124341003,1
CHL,2010,Chile,0.922,0.895,0.958,2.995,0.938,-0.494,-1.241,-1.823,1.686,2.326,1.941,3.0,0.888,0.837,0.941,0.963,0.952,0.0,0.0,2.0,-1.102,,0.0,0.068,0.07799999999999996,-2.995,0.062000000000000055,-0.494,1.0,0.0,0.0,0.0,0.0,0,0.0,,0,0,0.0,1.0,1288975.875,1132028.25,6.889198303222656,0.4396144151687622,338959.53125,17.062535999999998,2.9787709712982178,0.037391118705272675,0.24763983488082886,1.061851143836975,103771.0,5.54853215920746,1.10225699027131,63.2866711696578,6.84144686828522,200151851762.225,11649.2897090856,49233500318.752,1.41071107954321,8137781.0,9.88717359213424,2.25424093293149,17181464.0,11.9881628362203,17.4710062673519,69.7176802332624,8.547,86.9560135592209,0.47588,7442.232,0.3202001405833665,0.24340593174623068,0.2381513559756104,ISCO88,0.1160606119239497,14.9428653,,6.7791985,,16.8417,18.1957,18.1829,19.5369,,47.0,52.8,5.8,11.0,1.2,1.18,1.0,,2.0,1.5,1.0,1.0,7.0,5.0,14350.0,2.0,0.7142857142857143,2.349682085759025,False,9.69341412896284,1.4070453051741036,0.34106756437245844,2.165561912138707,0.3571122123331155,100.0,100.0,100.0,1288975.875,6.889198303222656,0.4396144151687622,0.0,12.139403844003057,187100.99757137746,16.8417,0.4396144151687622,0.2427270775832624,-1.0673145695187518,-1.5571367013707926,-1.0548727047446098,-1.2264413252113846,0.0,1.0,-0.29519999999999996,-0.4325,-1.646,6.039706511622059,0.0,2010,0.0034325241629822277,0.4596817059782896,0.10644145247021455,2.6229008488225136,0.149776115559123,0.17494375689645258,0.149776115559123,0.17259159799529733,9.36300048795795,0.8783999808814236,2.0794415416798357,1
CHL,2011,Chile,0.922,0.895,0.958,2.749,0.942,1.354,-1.241,-1.823,1.686,2.326,1.941,3.0,0.889,0.839,0.942,0.963,0.952,0.0,0.0,2.0,-1.102,,0.0,0.068,0.07799999999999996,-2.749,0.05800000000000005,1.354,1.0,0.0,0.0,0.0,0.0,0,0.0,,0,0,0.0,1.0,1369790.25,1237075.0,7.121354579925537,0.4396144151687622,359672.5,17.233576,2.996879816055298,0.039031967520713806,0.2613700330257416,1.0661334991455078,103750.0,5.69727712832753,1.29992761409464,60.7043853671838,10.4897738058645,212609096429.355,12252.8441074615,56650993436.281,3.34121694259302,8444195.0,9.90905317308925,2.26361278130337,17351816.0,12.1645185437385,18.9360959983723,72.481642209343,7.492,87.0109164653326,0.48485,7811.505,0.3173818796456224,0.2428577598601104,0.24483659769592564,ISCO88,0.11860697778469066,14.322046,,6.36436844,,18.3869,19.7874,19.7186,21.1191,17.55032,46.7,52.6,5.9,11.2,0.99,0.99,2.0,,2.0,2.0,1.0,1.0,9.0,5.0,115200.0,5.0,0.5555555555555556,7.008814027509763,False,15.732886743576318,2.209254793733473,0.9841967492065321,2.4362408212925244,0.5141916613434995,121.8,102.2,109.5,1369790.25,7.121354579925537,0.4396144151687622,0.0,12.167070226574998,192349.67654346497,18.3869,0.4396144151687622,0.2427270775832624,-1.0673145695187518,-1.3946323897054544,-1.0688163518914784,-1.1769211037052283,0.0,1.0,-0.26959999999999995,-0.4062,-1.102,5.97920125478509,0.0,2010,0.0034325241629822277,0.4596817059782896,0.10644145247021455,2.6432411634048423,0.149776115559123,0.17494375689645258,0.149776115559123,0.18488035535458136,9.41351336106279,1.166038758705698,2.302585092994046,1
CHL,2012,Chile,0.922,0.895,0.958,2.749,0.946,0.856,-1.241,-1.823,1.686,2.326,1.941,3.0,0.893,0.844,0.943,0.967,0.952,0.0,0.0,2.0,-1.102,,0.0,0.068,0.07799999999999996,-2.749,0.05400000000000005,0.856,1.0,0.0,0.0,0.0,0.0,0,0.0,,0,0,0.0,1.0,1460925.875,1324446.5,7.378933906555176,0.4396144151687622,378801.8125,17.400347,3.0150983333587646,0.040873777121305466,0.27978992462158203,1.0605186223983765,106100.0,5.63537686967214,1.2828817129094,59.1484541659561,11.9097449981544,225695909224.96,12882.834417927,63454777298.4572,3.00744840213047,8560000.0,9.82773289412941,2.04588028294284,17519119.0,9.05442637303188,18.9910595532311,68.1561435339271,6.79,87.0824943735696,0.49388,7978.724,0.32366678777705277,0.2349423084925106,0.2526123307287835,ISCO88,0.11924062043003368,14.6393359,,6.30515727,,18.3978,19.8189,19.7853,21.2065,18.3978,46.4,52.3,5.9,11.3,1.09,1.09,2.0,,2.0,2.0,1.0,1.0,5.0,4.0,21100.0,1.0,0.8,4.779829580148644,False,18.93942764936733,2.566688886119746,0.6477669593845281,2.939221077950973,0.7600103403520451,121.7,87.2,103.7,1460925.875,7.378933906555176,0.4396144151687622,0.0,12.19595178257723,197986.0361267319,18.3978,0.4396144151687622,0.2427270775832624,-1.0673145695187518,-1.3946323897054544,-1.082759999038347,-1.1815689860875176,0.0,1.0,-0.10699999999999994,-0.2284,-1.102,6.056240613469204,0.0,2010,0.0034325241629822277,0.4596817059782896,0.10644145247021455,2.564481483571259,0.149776115559123,0.17494375689645258,0.149776115559123,0.20534050940792758,9.463651038951573,1.2716376825335458,1.791759469228055,1
CHL,2013,Chile,0.969,0.957,0.994,2.425,0.953,0.666,-1.241,-1.823,1.686,2.908,2.641,3.0,0.894,0.846,0.959,0.965,0.954,0.0,0.0,2.0,-1.284,,0.0,0.076,0.031000000000000028,-2.425,0.04700000000000004,0.666,1.0,0.0,0.0,0.0,0.0,0,0.0,,0,0,0.0,1.0,1552305.375,1492791.0,7.545858383178711,0.4396144151687622,394124.1875,17.571507,3.0334279537200928,0.04216765612363815,0.26185107231140137,1.0509624481201172,106100.0,6.28718326991385,1.3775568746199,56.5992316305558,7.61396398974862,233163076995.037,13182.7329619856,64293394430.8706,1.7895555398459,8693613.0,9.98503290205937,1.99462247217943,17687006.0,7.66232423505302,17.4587728968776,65.1432877063737,6.361,87.1827777654221,0.49741,8140.666,0.323659232119511,0.2298838516186467,0.258561720033203,ISCO88,0.11673100416243637,14.7464273,,6.07755757,,16.9585,18.4224,18.3925,19.8563,16.9585,46.1,52.1,6.0,11.5,0.9,0.87,,2.0,2.0,2.0,1.0,1.0,2.0,1.0,100.0,0.0,0.5,12.395625249185507,False,29.441110133616107,3.9016250555730636,1.6427057890216885,3.212534967107297,0.625242113828234,120.0,82.7,96.3,1552305.375,7.545858383178711,0.4396144151687622,0.0,12.23425286838413,205716.20830579218,16.9585,0.4396144151687622,0.2427270775832624,-1.212835430962589,-1.1806023206828138,-1.107161381545367,-1.1668663777302566,0.0,1.0,0.15720000000000006,-0.1004,-1.102,5.998754113613123,0.0,2010,0.0034325241629822277,0.4596817059782896,0.10644145247021455,2.532196821982145,0.149776115559123,0.17494375689645258,0.149776115559123,0.2153877291780328,9.48666314331262,1.58956679412937,1.0986122886681098,1
CHL,2014,Chile,0.965,0.949,0.99,2.425,0.957,0.666,-1.241,-1.823,2.344,2.908,2.48,3.0,0.893,0.85,0.957,0.965,0.954,0.0,0.0,2.0,-1.284,,0.0,0.077,0.03500000000000003,-2.425,0.04300000000000004,0.666,1.0,0.0,0.0,0.0,0.0,0,0.0,,0,0,0.0,1.0,1632185.75,1432478.875,7.629834175109863,0.4396144151687622,401087.34375,17.758959,3.0518689155578613,0.04275146499276161,0.2343835085630417,1.036130666732788,109450.0,6.77292138544034,1.27302532739729,54.4938258485244,9.83500371419039,237342873662.271,13285.9540361192,61687023733.3897,4.71867527854672,8855370.0,9.92046571303201,1.9671068502734,17864195.0,6.87780503013052,17.0445012148873,65.6346274347707,6.761,87.3133701497978,0.50547,8256.685,0.31804239258009137,0.22673266683636084,0.26435085174509054,ISCO88,0.11545795921728878,15.0833516,,6.07664495,,16.7531,18.2416,18.1793,19.6678,16.7531,45.8,51.8,6.0,11.6,0.98,0.99,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,50.0,1.0,0.0,15.030363293174934,False,41.52736241342943,5.44276080716151,1.9699462594098265,3.470105070468713,0.5928331570190021,111.2,78.3,94.1,1632185.75,7.629834175109863,0.4396144151687622,0.0,12.273364513646493,213921.5233962143,16.7531,0.4396144151687622,0.2427270775832624,-1.2004506767971561,-1.1806023206828138,-1.1211050286922355,-1.1673860087240684,0.0,1.0,0.3834000000000001,0.028400000000000016,-1.284,6.12678041187974,0.0,2010,0.0034325241629822277,0.4596817059782896,0.10644145247021455,2.504343787544357,0.149776115559123,0.17494375689645258,0.149776115559123,0.2242765398778993,9.49446266864666,1.8629571450162676,0.6931471805599453,1
CHL,2015,Chile,0.946,0.925,0.979,2.719,0.943,0.666,-1.241,-1.823,2.344,2.908,1.886,3.0,0.886,0.839,0.948,0.964,0.948,0.0,0.0,2.0,-1.284,,0.0,0.085,0.05400000000000005,-2.719,0.05700000000000005,0.666,1.0,0.0,0.0,0.0,0.0,0,0.0,,0,0,0.0,1.0,1709242.125,1649808.5,7.760435104370117,0.4396144151687622,410327.46875,17.969352999999998,3.0704219341278076,0.042865633964538574,0.24629440903663635,1.0220180749893188,109450.0,7.28384867533669,0.898599873952062,52.3409634632125,7.32780348711267,242450355830.884,13433.9202987032,61753005354.2306,4.34877353217044,8996276.0,10.3988646679795,1.9096233898132,18047625.0,4.04461870413776,17.5460829269259,59.3491105681231,6.605,87.4653320342387,0.5097999999999999,8402.018,0.32438434230914515,0.22341200016959736,0.2667194329666433,ISCO88,0.11498738933758405,15.9326434,,6.23825012,,17.5029,19.0521,18.9229,20.4721,17.5029,45.5,51.5,6.0,11.7,0.64,0.7,2.0,2.0,1.0,1.6666666666666667,1.0,1.0,1.0,0.0,50.0,0.0,0.0,6.903128049999999,False,44.277754222086486,5.705576250119333,0.8895284809627048,3.665565243334111,0.5533334502567935,67.5,68.4,89.8,1709242.125,7.760435104370117,0.4396144151687622,0.0,12.302522225707486,220250.81094196357,17.5029,0.4396144151687622,0.2427270775832624,-1.1416230945113495,-1.3748147907218766,-1.0723022636781956,-1.196246716303807,0.0,1.0,0.6096,0.1572,-1.284,6.06450987318276,0.0,2010,0.0034325241629822277,0.4596817059782896,0.10644145247021455,2.435514295556832,0.149776115559123,0.17494375689645258,0.149776115559123,0.2306865202412883,9.505538153004625,1.902939456384398,0.6931471805599453,1
CHL,2016,Chile,0.946,0.925,0.979,2.719,0.943,0.504,-1.241,-1.823,2.344,2.908,1.886,3.0,0.886,0.839,0.948,0.964,0.948,0.0,0.0,2.0,-1.231,,0.0,0.085,0.05400000000000005,-2.719,0.05700000000000005,0.504,1.0,0.0,0.0,0.0,0.0,0,0.0,,0,0,0.0,1.0,1781269.875,1698653.5,7.844314098358154,0.4396144151687622,417348.53125,18.209068,3.089087963104248,0.04278920963406563,0.23761016130447388,1.010696530342102,121900.0,7.21423307162823,0.899956656800068,50.4034333744308,4.55707488153847,246700604515.86,13505.097711133,60295644903.758,3.78619355893118,9146668.0,9.70592438632348,1.92415844717468,18267221.0,3.20569572328577,17.4689644143561,56.0578603070995,6.926,87.6306290578181,0.51768,8513.224,0.3161307833465571,0.2317577754617243,0.260403878192518,ISCO88,0.10955801121196726,16.1845468,,6.09096391,,17.1087,18.6951,18.5553,20.1418,17.1087,45.7,51.7,6.0,11.6,0.94,0.96,2.0,2.0,2.0,2.0,1.0,1.0,6.0,1.0,27225.0,1.0,0.16666666666666666,8.517467431334856,False,48.367446231212696,6.165924212715576,1.0858141737488043,3.9818943444878454,0.7058054073606808,59.6,67.0,93.0,1781269.875,7.844314098358154,0.4396144151687622,0.0,12.333048130163272,227077.83659157998,17.1087,0.4396144151687622,0.2427270775832624,-1.1416230945113495,-1.3748147907218766,-1.0723022636781956,-1.196246716303807,0.0,1.0,0.8416,0.28600000000000003,-1.284,6.673155155893718,0.0,2010,0.0034325241629822277,0.4596817059782896,0.10644145247021455,2.4293077264409018,0.149776115559123,0.17494375689645258,0.149776115559123,0.24051201545404524,9.510822501382549,1.969337042873107,1.9459101490553132,1
