iso3,year,education_share,health_social_share,education_health_share,manufacturing_share
HND,2016,3.2620519342164402,1.0407536828205843,4.302805617037024,17.7805138019891
HND,2017,2.677763742888532,1.111837430282198,3.7896011731707304,16.54441826878678
HND,2018,2.6830843299369262,1.1202650393860345,3.8033493693229605,16.322139065111163
HND,2019,3.0077886057967116,1.6138033310003352,4.621591936797047,16.4024314302733
HND,2020,3.1412664769438337,1.6818643019542332,4.823130778898067,16.304498544064337
HND,2021,3.585877217331163,1.791540470831253,5.377417688162415,15.6397237382255
MEX,1998,5.370500072368169,2.702238533249708,8.072738605617877,16.828782456846668
MEX,1999,4.8151685245201845,2.7081048216796906,7.5232733461998755,17.548123526285583
MEX,2000,5.233637262197659,2.8104121039449277,8.044049366142588,17.97878378978385
MEX,2001,5.467432205343451,2.749851168269844,8.217283373613295,17.480003681696296
MEX,2002,5.516627116964051,2.804107790775242,8.320734907739293,17.283854498040395
MEX,2003,5.561490594418978,2.792180048946353,8.35367064336533,16.90994568926833
MEX,2004,5.701368110142364,2.8540365400194205,8.555404650161785,16.895017823941235
MEX,2005,5.72718513999157,2.8905770349246307,8.617762174916201,16.70796438348164
MEX,2006,5.717147945554001,2.8780373775368933,8.595185323090895,16.69445483895829
MEX,2007,5.738964026798503,2.9137003401803123,8.652664366978815,16.507755622464064
MEX,2008,5.690852036475467,2.980647047039025,8.671499083514492,16.015642255119793
MEX,2009,5.819000391077994,3.128619485754535,8.94761987683253,15.06638125993179
MEX,2010,5.734997705659068,3.1381258981785964,8.873123603837664,15.408649073651631
MEX,2011,5.741605284577542,3.039153567461043,8.780758852038584,15.435252926061187
MEX,2012,5.690399362666093,3.1511152763456565,8.841514639011748,15.400795938321908
MEX,2013,5.589388037154481,3.1964661092838544,8.785854146438336,15.768171747814053
MEX,2014,5.446040875388877,3.1898361722905086,8.635877047679386,16.046004916274427
MEX,2015,5.394785969224689,3.1989859262511686,8.593771895475857,16.101470790119006
MEX,2016,5.3414027608785,3.1339049284771194,8.47530768935562,16.405703306869558
MEX,2017,5.4394892330068645,3.2186388072796897,8.658128040286554,16.73089317256081
MEX,2018,5.368282882813056,3.214516061809197,8.582798944622253,16.80511529767707
MEX,2019,5.172443545651757,3.145449692745938,8.317893238397694,16.732005523902924
MEX,2020,5.071006572888109,3.4064706382647754,8.477477211152884,16.86672480532534
MEX,2021,5.239976401050226,3.5915952560247866,8.831571657075013,16.90922649311911
NIC,1998,4.345468776846567,1.3201987998192728,5.6656675766658395,11.85652558497674
NIC,1999,4.233980266724492,1.2807038727292441,5.5146841394537365,11.379715237597704
NIC,2000,4.26210440397353,1.2902567078839469,5.552361111857477,10.976825057335786
NIC,2001,4.268110696877095,1.3003458045911398,5.568456501468234,10.89530761656779
NIC,2002,4.258544831615101,1.6097669732486306,5.8683118048637315,11.60003047945882
NIC,2003,4.205840811493301,1.9877437558233073,6.193584567316608,12.297453163873492
NIC,2004,4.191577367135035,2.1511896603091087,6.342767027444143,11.978349140376864
NIC,2005,4.125664940668387,1.8822547023512262,6.007919643019614,13.507115951903888
NIC,2006,4.366553018224631,1.9842527410532513,6.350805759277883,12.871201157742401
NIC,2007,4.205321662753679,1.9182660527455497,6.123587715499228,13.4588243562566
NIC,2008,4.2607471798678755,1.9607558445877116,6.221503024455587,12.768471660511596
NIC,2009,4.28310844973244,2.016084352999126,6.299192802731566,12.1675048395522
NIC,2010,4.284842381932707,2.0279217021368874,6.312764084069594,12.065883398906823
NIC,2011,4.290029056596724,2.035395270060411,6.325424326657135,11.955862121691927
NIC,2012,4.287254028477138,2.0483584101655437,6.3356124386426815,11.852849215327067
NIC,2013,4.28671745719002,2.0512966645566144,6.338014121746635,11.7479579644982
NIC,2014,4.283965390678778,2.0544309947204984,6.338396385399276,11.631373454497743
NIC,2015,4.278908685409262,2.0602553770454417,6.339164062454704,11.492817399807896
NIC,2016,4.273813019553889,2.0649603357287853,6.338773355282674,11.354803533623572
NIC,2017,4.258998299692307,2.065787900055994,6.324786199748301,11.183372461013432
NIC,2018,4.255957749381622,2.113779980698321,6.369737730079943,11.023962516389345
NIC,2019,4.253755158583376,2.1632324463108423,6.416987604894218,10.866714535419252
NIC,2020,4.404331789683722,2.187900368257228,6.59223215794095,10.79340254742064
NIC,2021,4.403522031300626,2.1252523522157674,6.528774383516393,10.618222998093513
PAN,1998,6.32872914100566,3.0043804547027952,9.333109595708455,9.620659299724663
PAN,1999,5.945754213828503,2.873791199046582,8.819545412875085,9.556456691361747
PAN,2000,6.679544285238142,3.0528101496025752,9.732354434840717,9.035417052815134
