iso3,year,cate,cate_lb,cate_ub,k_l2,antisys_l5,milexp_gdp_l1,dem_l1,ln_gdppc,resource_rents,urban_share,decade,v2x_polyarchy_l1,abs_red_l1
BRA,1992,-0.1980415710577815,,,11.453264949399315,-1.9542000000000002,1.96333333333333,1.0,8.695169129040746,2.48015551009855,76.0910875240585,1990,0.828,4.3
BRA,1993,-0.23489828060419862,,,11.48725339564976,-2.081,1.52152886115445,1.0,8.727042512232536,2.05663127242723,76.6406402906957,1990,0.836,4.9
BRA,1994,-0.18097215464487265,,,11.515108581585833,-2.081,1.92792281498297,1.0,8.768289443366402,1.37319774228072,77.1710338911115,1990,0.84,5.1
BRA,1995,-0.16570804541186526,,,11.531363054657625,-2.081,2.016007789121,1.0,8.79426958092092,1.14877560865906,77.7144999942454,1990,0.846,5.2
BRA,1996,-0.18123432194259584,,,11.559508226181967,-2.081,1.86213698033379,1.0,8.800976725416385,1.14889170835858,78.3021415455398,1990,0.847,5.1
BRA,1997,-0.19675870641038404,,,11.589426835783277,-2.081,1.65484349950291,1.0,8.819496612213413,1.03895894476099,79.0008493879259,1990,0.848,5.3
BRA,1998,-0.2078114088043858,,,11.641850612894476,-2.081,1.57768831551774,1.0,8.807994678755772,0.962811621846264,79.789068166086,1990,0.848,5.5
BRA,1999,-0.1974976745510734,,,11.662805950219347,-2.081,1.66229191975824,1.0,8.798097863460962,1.71450974118159,80.5466061325216,1990,0.849,5.9
BRA,2000,-0.20445433534654853,,,11.699258542169284,-2.081,1.64547466656987,1.0,8.827289806678932,2.15912007223176,81.1484365423806,2000,0.85,6.3
BRA,2001,-0.19278820473474356,,,11.672763337793253,-2.081,1.73072614713627,1.0,8.828059515551221,2.23774123802714,81.5960450621957,2000,0.854,6.9
BRA,2002,-0.17205710724258494,,,11.665936598501505,-2.081,1.95188244532532,1.0,8.845723024050223,2.8154673100718,81.9943491502673,2000,0.854,7.5
BRA,2003,-0.17131571693707184,,,11.686395804339572,-2.081,1.89577119915617,1.0,8.845264590674011,2.70034429443933,82.3540335841671,2000,0.856,7.7
BRA,2004,-0.222277915172495,,,11.666612064979045,-2.081,1.50347763554507,1.0,8.889967304713018,2.53496036492128,82.6816824814559,2000,0.855,8.2
BRA,2005,-0.2284858271676119,,,11.668362915631977,-2.081,1.46126840890621,1.0,8.910527569815086,3.65047497650545,82.9838799596945,2000,0.855,8.3
BRA,2006,-0.21706140295706627,,,11.637009991021113,-2.081,1.52401346273319,1.0,8.93879933874518,3.82714515901824,83.2672101364439,2000,0.867,8.6
BRA,2007,-0.227965926114239,,,11.62823610365368,-2.081,1.48108495636286,1.0,8.987603504325019,4.10201494553661,83.5382571292649,2000,0.868,9.0
BRA,2008,-0.22706008092947505,,,11.620320851500919,-2.081,1.46629209992902,1.0,9.027710519473555,4.7760488329414,83.8036050557184,2000,0.866,9.5
