iso3,country,year,summary_abs_red,draw_mean_abs_red,available_draws,mean_minus_summary,absolute_difference
BOL,Bolivia,2004,-2.9,-2.8028929901123045,100,0.09710700988769538,0.09710700988769538
BOL,Bolivia,2005,-2.9,-2.8928521728515624,100,0.0071478271484375355,0.0071478271484375355
BOL,Bolivia,2006,-2.7,-2.7958368682861328,100,-0.09583686828613258,0.09583686828613258
BOL,Bolivia,2007,-2.4,-2.5813486480712893,100,-0.18134864807128936,0.18134864807128936
BOL,Bolivia,2008,-2.0,-2.0876407623291016,100,-0.08764076232910156,0.08764076232910156
BOL,Bolivia,2009,-1.7,-1.7303070068359374,100,-0.030307006835937456,0.030307006835937456
BOL,Bolivia,2010,-1.5,-1.5977631759643556,100,-0.09776317596435558,0.09776317596435558
BOL,Bolivia,2011,-1.4,-1.384330291748047,100,0.01566970825195302,0.01566970825195302
BOL,Bolivia,2012,-1.5,-1.3656494140625,100,0.13435058593750004,0.13435058593750004
BOL,Bolivia,2013,-1.7,-1.5049994659423829,100,0.19500053405761708,0.19500053405761708
BOL,Bolivia,2014,-1.8,-1.591899070739746,100,0.20810092926025403,0.20810092926025403
BOL,Bolivia,2015,-1.8,-1.6248884963989259,100,0.1751115036010742,0.1751115036010742
BOL,Bolivia,2016,-1.6,-1.7775391387939452,100,-0.17753913879394512,0.17753913879394512
BOL,Bolivia,2017,-1.6,-1.5807111358642578,100,0.019288864135742267,0.019288864135742267
BOL,Bolivia,2018,-1.3,-1.3394099044799805,100,-0.039409904479980495,0.039409904479980495
BOL,Bolivia,2019,-1.3,-1.1461119079589843,100,0.15388809204101572,0.15388809204101572
BOL,Bolivia,2020,-1.4,-1.215679931640625,100,0.18432006835937487,0.18432006835937487
BOL,Bolivia,2021,-1.2,-0.9125007629394531,100,0.2874992370605468,0.2874992370605468
BOL,Bolivia,2022,-1.3,-1.0698393630981444,100,0.23016063690185562,0.23016063690185562
BOL,Bolivia,2023,-1.4,-0.9936806869506836,100,0.40631931304931634,0.40631931304931634
BOL,Bolivia,2024,-1.3,-0.8063643646240234,100,0.49363563537597666,0.49363563537597666
BRA,Brazil,1990,3.6,3.5365834426879883,100,-0.06341655731201179,0.06341655731201179
BRA,Brazil,1991,4.3,4.092037467956543,100,-0.2079625320434566,0.2079625320434566
BRA,Brazil,1992,4.9,4.8749615097045895,100,-0.02503849029541083,0.02503849029541083
BRA,Brazil,1993,5.1,5.2017694854736325,100,0.10176948547363285,0.10176948547363285
BRA,Brazil,1994,5.2,5.295212364196777,100,0.09521236419677681,0.09521236419677681
BRA,Brazil,1995,5.1,5.093690643310547,100,-0.006309356689452983,0.006309356689452983
BRA,Brazil,1996,5.3,5.24002197265625,100,-0.059978027343749574,0.059978027343749574
BRA,Brazil,1997,5.5,5.480923728942871,100,-0.019076271057128835,0.019076271057128835
BRA,Brazil,1998,5.9,5.989156951904297,100,0.08915695190429673,0.08915695190429673
BRA,Brazil,1999,6.3,6.267174987792969,100,-0.032825012207030824,0.032825012207030824
BRA,Brazil,2000,6.9,6.943334655761719,100,0.043334655761718466,0.043334655761718466
BRA,Brazil,2001,7.5,7.451222267150879,100,-0.048777732849121236,0.048777732849121236
BRA,Brazil,2002,7.7,7.651750984191895,100,-0.048249015808105256,0.048249015808105256
BRA,Brazil,2003,8.2,8.223259391784667,100,0.023259391784668182,0.023259391784668182
BRA,Brazil,2004,8.3,8.33807846069336,100,0.03807846069335952,0.03807846069335952
BRA,Brazil,2005,8.6,8.63322723388672,100,0.03322723388671989,0.03322723388671989
BRA,Brazil,2006,9.0,9.095399360656739,100,0.09539936065673871,0.09539936065673871
BRA,Brazil,2007,9.5,9.541168785095214,100,0.04116878509521449,0.04116878509521449
BRA,Brazil,2008,9.4,9.302213554382325,100,-0.09778644561767535,0.09778644561767535
BRA,Brazil,2009,9.5,9.468997383117676,100,-0.031002616882323863,0.031002616882323863
BRA,Brazil,2010,10.0,10.00211082458496,100,0.002110824584960369,0.002110824584960369
BRA,Brazil,2011,10.5,10.498010902404785,100,-0.0019890975952154832,0.0019890975952154832
BRA,Brazil,2012,10.8,10.809021911621095,100,0.009021911621093892,0.009021911621093892
BRA,Brazil,2013,11.0,11.010108489990234,100,0.010108489990233949,0.010108489990233949
BRA,Brazil,2014,11.0,10.97957202911377,100,-0.02042797088622983,0.02042797088622983
BRA,Brazil,2015,11.3,11.31530014038086,100,0.015300140380858807,0.015300140380858807
BRA,Brazil,2016,11.4,11.445629386901855,100,0.045629386901854474,0.045629386901854474
BRA,Brazil,2017,11.7,11.579588851928712,100,-0.1204111480712875,0.1204111480712875
BRA,Brazil,2018,11.9,11.877014274597167,100,-0.022985725402833168,0.022985725402833168
BRA,Brazil,2019,12.4,12.522533645629883,100,0.12253364562988267,0.12253364562988267
BRA,Brazil,2020,15.0,15.060913047790528,100,0.060913047790528196,0.060913047790528196
BRA,Brazil,2021,14.0,13.946132965087891,100,-0.05386703491210909,0.05386703491210909
BRA,Brazil,2022,13.3,13.391604080200196,100,0.09160408020019517,0.09160408020019517
BRA,Brazil,2023,12.5,12.426899871826173,100,-0.07310012817382727,0.07310012817382727
BRA,Brazil,2024,12.4,12.267952690124512,100,-0.13204730987548885,0.13204730987548885
CHL,Chile,1990,4.4,4.434984130859375,100,0.034984130859374574,0.034984130859374574
CHL,Chile,1991,4.4,4.453564872741699,100,0.05356487274169908,0.05356487274169908
CHL,Chile,1992,4.3,4.1675074005126955,100,-0.1324925994873043,0.1324925994873043
CHL,Chile,1993,4.2,4.262565422058105,100,0.06256542205810511,0.06256542205810511
CHL,Chile,1994,4.2,4.041317710876465,100,-0.15868228912353555,0.15868228912353555
CHL,Chile,1995,4.2,3.8304816055297852,100,-0.36951839447021495,0.36951839447021495
CHL,Chile,1996,4.2,3.931953773498535,100,-0.26804622650146515,0.26804622650146515
CHL,Chile,1997,4.2,3.6718795776367186,100,-0.5281204223632816,0.5281204223632816
CHL,Chile,1998,4.3,3.7613571166992186,100,-0.5386428833007812,0.5386428833007812
CHL,Chile,1999,4.5,3.601452407836914,100,-0.8985475921630859,0.8985475921630859
CHL,Chile,2000,4.6,3.8630236434936522,100,-0.7369763565063474,0.7369763565063474
CHL,Chile,2001,4.6,3.9111234664916994,100,-0.6888765335083002,0.6888765335083002
CHL,Chile,2002,4.6,4.074633178710937,100,-0.5253668212890625,0.5253668212890625
CHL,Chile,2003,4.6,4.273152580261231,100,-0.32684741973876896,0.32684741973876896
CHL,Chile,2004,4.6,4.238276176452636,100,-0.3617238235473632,0.3617238235473632
CHL,Chile,2005,4.7,4.557574081420898,100,-0.14242591857910192,0.14242591857910192
CHL,Chile,2006,4.7,4.634817695617675,100,-0.06518230438232475,0.06518230438232475
CHL,Chile,2007,5.0,4.9882462692260745,100,-0.011753730773925497,0.011753730773925497
CHL,Chile,2008,5.3,5.619407501220703,100,0.31940750122070316,0.31940750122070316
CHL,Chile,2009,5.6,5.8004719924926755,100,0.2004719924926759,0.2004719924926759
CHL,Chile,2010,5.8,5.785392265319825,100,-0.014607734680175177,0.014607734680175177
CHL,Chile,2011,5.9,5.863601875305176,100,-0.036398124694824396,0.036398124694824396
CHL,Chile,2012,5.9,5.992466773986816,100,0.09246677398681591,0.09246677398681591
CHL,Chile,2013,6.0,6.015802421569824,100,0.015802421569824254,0.015802421569824254
CHL,Chile,2014,6.0,5.892729873657227,100,-0.10727012634277333,0.10727012634277333
CHL,Chile,2015,6.0,6.000137062072754,100,0.00013706207275365756,0.00013706207275365756
CHL,Chile,2016,6.0,5.979595184326172,100,-0.020404815673828125,0.020404815673828125
CHL,Chile,2017,6.0,5.764452438354493,100,-0.2355475616455074,0.2355475616455074
CHL,Chile,2018,5.5,5.3469413375854495,100,-0.15305866241455046,0.15305866241455046
CHL,Chile,2019,5.1,5.071917304992676,100,-0.028082695007324077,0.028082695007324077
CHL,Chile,2020,4.7,4.866700515747071,100,0.16670051574707045,0.16670051574707045
CHL,Chile,2021,5.0,4.962418403625488,100,-0.03758159637451186,0.03758159637451186
CHL,Chile,2022,5.2,5.27091609954834,100,0.07091609954833977,0.07091609954833977
CHL,Chile,2023,5.3,5.205353927612305,100,-0.09464607238769496,0.09464607238769496
CHL,Chile,2024,5.4,5.401797981262207,100,0.0017979812622064273,0.0017979812622064273
COL,Colombia,1990,1.1,1.027679557800293,100,-0.07232044219970701,0.07232044219970701
COL,Colombia,1991,1.3,1.6249699020385742,100,0.3249699020385741,0.3249699020385741
COL,Colombia,1992,1.5,1.8049404525756836,100,0.3049404525756836,0.3049404525756836
COL,Colombia,1993,1.5,1.7993203353881837,100,0.2993203353881837,0.2993203353881837
COL,Colombia,1994,1.4,1.6633651733398438,100,0.2633651733398439,0.2633651733398439
COL,Colombia,1995,1.5,1.6967797470092774,100,0.19677974700927736,0.19677974700927736
COL,Colombia,1996,1.6,1.695796585083008,100,0.09579658508300781,0.09579658508300781
COL,Colombia,1997,1.7,1.9236918258666993,100,0.22369182586669933,0.22369182586669933
COL,Colombia,1998,1.6,1.9004521942138672,100,0.30045219421386715,0.30045219421386715
COL,Colombia,1999,1.7,1.6111525344848632,100,-0.08884746551513678,0.08884746551513678
COL,Colombia,2000,1.6,1.6605614089965821,100,0.06056140899658202,0.06056140899658202
COL,Colombia,2001,1.6,1.6216436004638672,100,0.021643600463867152,0.021643600463867152
COL,Colombia,2002,1.4,1.351507682800293,100,-0.048492317199706925,0.048492317199706925
COL,Colombia,2003,1.3,1.3684779739379882,100,0.06847797393798816,0.06847797393798816
